symbol,tier,source_category,categories,scan_priority,scanner_frequency,classification_basis
SUMA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
DTIL,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HBAN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
EXPD,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FVR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HLT,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CVM,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RHLD,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
KINS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
INGM,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BGMS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
IGC,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
UTI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
IBAC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AORT,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HIPO,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SBC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RCKT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CLWT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
DSP,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WSR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RYAM,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MLYS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SDGR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CBNA,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LXU,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TROX,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
USAR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CHD,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MRP,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ASB,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GNW,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HUMA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WELL,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
UTSI,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CNVS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WMG,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AGBK,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ELAN,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LH,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GIW,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
IQV,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
JOB,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LXRX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GTM,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BOLT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RGEN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GLXY,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
IAG,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MANH,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WAY,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CRI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
COF,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
KR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CSAN,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CHDN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MGLD,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BNL,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MUR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AMRZ,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SAIA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ACGC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WBTN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CTGO,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
DCH,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CAQ,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PTGX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FPH,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
JYD,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PLYX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BFLY,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HIW,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
IR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
STXS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CMII,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NUE,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SVIV,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
VRSN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CATX,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HDSN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PLTS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
STRR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
EBS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RGA,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MERC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
III,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PWP,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PLX,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SMRT,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MAS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SCM,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LEVI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TRSG,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MPV,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
IDT,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ECOR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NEOG,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CETX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
STTK,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RSKD,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MATW,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PGC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LPTH,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CX,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CREX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BCH,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TU,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RIME,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GENC,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NEUP,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
INAC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MC,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
JSPR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NKSH,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
VGNT,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AEAQ,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
DCI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NVGS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AVNW,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AMBA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MACI,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SRTA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AGO,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FIVN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
JXN,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HNRG,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LWAY,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BMEA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HUDI,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CTOS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CMS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SHIP,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SGHT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GXAI,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GJH,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CAAS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CHMG,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RENX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
OR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SCI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SRTS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
IMMX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CLPR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CVLG,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
OMC,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ABCB,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
EIG,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SBSI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ZD,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
DBI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MNKD,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ABT,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
IPSC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RBC,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
USCB,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WDC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ZWS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ESQ,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SNOA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HBIO,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
QCRH,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ENB,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CCU,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AGNC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BCTX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MWA,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FLYW,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WSC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LYEL,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RDGT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TYRA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ALLE,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BUD,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CMTL,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ERAS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MUSA,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MIST,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BUR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ICE,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SVCC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ACFN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
OPAD,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TCRX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CGNX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AYTU,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SIEB,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LBRT,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SRCE,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
